x0000,y0000
-0.1,-0.8821557764,
-0.09797979798,-0.960375795,
-0.09595959596,-1.047441527,
-0.09393939394,-1.14457086,
-0.09191919192,-1.253178643,
-0.0898989899,-1.374912944,
-0.08787878788,-1.511698657,
-0.08585858586,-1.665790024,
-0.08383838384,-1.839833997,
-0.08181818182,-2.036946689,
-0.0797979798,-2.260805648,
-0.07777777778,-2.515761105,
-0.07575757576,-2.806969813,
-0.07373737374,-3.14055544,
-0.07171717172,-3.523799581,
-0.0696969697,-3.965367067,
-0.06767676768,-4.475567867,
-0.06565656566,-5.066654851,
-0.06363636364,-5.753150675,
-0.06161616162,-6.552186356,
-0.0595959596,-7.483815776,
-0.05757575758,-8.571240496,
-0.05555555556,-9.840832694,
-0.05353535354,-11.32177509,
-0.05151515152,-13.04504166,
-0.04949494949,-15.04132577,
-0.04747474747,-17.33740643,
-0.04545454545,-19.95038947,
-0.04343434343,-22.87938977,
-0.04141414141,-26.09471846,
-0.03939393939,-29.52570089,
-0.03737373737,-33.04990696,
-0.03535353535,-36.48838912,
-0.03333333333,-39.61237995,
-0.03131313131,-42.16532154,
-0.02929292929,-43.89939205,
-0.02727272727,-44.6192418,
-0.02525252525,-44.22076696,
-0.02323232323,-42.71254585,
-0.02121212121,-40.21267853,
-0.01919191919,-36.92204955,
-0.01717171717,-33.08286756,
-0.01515151515,-28.93530876,
-0.01313131313,-24.68361916,
-0.01111111111,-20.47745021,
-0.009090909091,-16.40792057,
-0.007070707071,-12.51390681,
-0.005050505051,-8.793202014,
-0.00303030303,-5.214437662,
-0.00101010101,-1.727578414,
0.00101010101,1.727578414,
0.00303030303,5.214437662,
0.005050505051,8.793202014,
0.007070707071,12.51390681,
0.009090909091,16.40792057,
0.01111111111,20.47745021,
0.01313131313,24.68361916,
0.01515151515,28.93530876,
0.01717171717,33.08286756,
0.01919191919,36.92204955,
0.02121212121,40.21267853,
0.02323232323,42.71254585,
0.02525252525,44.22076696,
0.02727272727,44.6192418,
0.02929292929,43.89939205,
0.03131313131,42.16532154,
0.03333333333,39.61237995,
0.03535353535,36.48838912,
0.03737373737,33.04990696,
0.03939393939,29.52570089,
0.04141414141,26.09471846,
0.04343434343,22.87938977,
0.04545454545,19.95038947,
0.04747474747,17.33740643,
0.04949494949,15.04132577,
0.05151515152,13.04504166,
0.05353535354,11.32177509,
0.05555555556,9.840832694,
0.05757575758,8.571240496,
0.0595959596,7.483815776,
0.06161616162,6.552186356,
0.06363636364,5.753150675,
0.06565656566,5.066654851,
0.06767676768,4.475567867,
0.0696969697,3.965367067,
0.07171717172,3.523799581,
0.07373737374,3.14055544,
0.07575757576,2.806969813,
0.07777777778,2.515761105,
0.0797979798,2.260805648,
0.08181818182,2.036946689,
0.08383838384,1.839833997,
0.08585858586,1.665790024,
0.08787878788,1.511698657,
0.0898989899,1.374912944,
0.09191919192,1.253178643,
0.09393939394,1.14457086,
0.09595959596,1.047441527,
0.09797979798,0.960375795,
0.1,0.8821557764,
