# ===File generated by myModules.saveDict===
# Date: 2019-06-25 12:21:57.988344
# Obs.: 
#H z(mm), Bz(G)
-14.114114114114113, 24.471846846846844
-14.049049049049046, 24.359609609609606
-13.983983983983983, 24.24737237237237
-13.918918918918916, 24.13513513513513
-13.853853853853852, 24.022897897897895
-13.788788788788786, 23.910660660660657
-13.723723723723722, 23.798423423423422
-13.658658658658656, 23.68618618618618
-13.593593593593592, 23.573948948948946
-13.528528528528525, 23.461711711711708
-13.463463463463462, 23.349474474474473
-13.398398398398395, 23.23723723723723
-13.333333333333332, 23.125
-13.268268268268265, 23.01276276276276
-13.203203203203202, 22.900525525525524
-13.138138138138135, 22.788288288288285
-13.073073073073072, 22.67605105105105
-13.008008008008005, 22.56381381381381
-12.942942942942942, 22.451576576576574
-12.877877877877875, 22.339339339339336
-12.812812812812812, 22.2271021021021
-12.747747747747745, 22.11486486486486
-12.682682682682682, 22.002627627627625
-12.617617617617615, 21.890390390390387
-12.552552552552552, 21.778153153153152
-12.487487487487485, 21.66591591591591
-12.422422422422422, 21.55367867867868
-12.357357357357355, 21.441441441441437
-12.292292292292291, 21.329204204204203
-12.227227227227225, 21.216966966966964
-12.162162162162161, 21.10472972972973
-12.097097097097095, 20.992492492492488
-12.032032032032031, 20.880255255255257
-11.966966966966964, 20.768018018018015
-11.901901901901901, 20.65578078078078
-11.836836836836834, 20.543543543543542
-11.771771771771771, 20.431306306306308
-11.706706706706704, 20.319069069069066
-11.641641641641641, 20.20683183183183
-11.576576576576574, 20.094594594594593
-11.511511511511511, 19.98235735735736
-11.446446446446444, 19.870120120120117
-11.381381381381381, 19.757882882882882
-11.316316316316314, 19.645645645645644
-11.25125125125125, 19.53340840840841
-11.186186186186184, 19.421171171171167
-11.12112112112112, 19.308933933933936
-11.056056056056054, 19.196696696696694
-10.99099099099099, 19.073873873873875
-10.925925925925924, 18.88518518518518
-10.86086086086086, 18.696496496496497
-10.795795795795794, 18.507807807807804
-10.73073073073073, 18.31911911911912
-10.665665665665664, 18.130430430430426
-10.6006006006006, 17.94174174174174
-10.535535535535534, 17.753053053053048
-10.47047047047047, 17.564364364364366
-10.405405405405403, 17.37567567567567
-10.34034034034034, 17.186986986986987
-10.275275275275273, 16.998298298298295
-10.21021021021021, 16.80960960960961
-10.145145145145143, 16.620920920920916
-10.08008008008008, 16.43223223223223
-10.015015015015013, 16.243543543543538
-9.949949949949946, 16.054854854854845
-9.884884884884883, 15.86616616616616
-9.819819819819816, 15.677477477477467
-9.754754754754753, 15.488788788788783
-9.689689689689686, 15.30010010010009
-9.624624624624623, 15.111411411411407
-9.559559559559556, 14.922722722722712
-9.494494494494493, 14.73403403403403
-9.429429429429426, 14.545345345345336
-9.364364364364363, 14.356656656656652
-9.299299299299296, 14.167967967967959
-9.234234234234233, 13.979279279279275
-9.169169169169166, 13.790590590590583
-9.104104104104103, 13.601901901901899
-9.039039039039036, 13.413213213213204
-8.973973973973973, 13.262262262262261
-8.908908908908906, 13.167917917917913
-8.843843843843842, 13.073573573573572
-8.778778778778776, 12.979229229229226
-8.713713713713712, 12.884884884884883
-8.648648648648646, 12.790540540540537
-8.583583583583582, 12.696196196196196
-8.518518518518515, 12.601851851851848
-8.453453453453452, 12.507507507507507
-8.388388388388385, 12.41316316316316
-8.323323323323322, 12.318818818818817
-8.258258258258255, 12.224474474474471
-8.193193193193192, 12.130130130130128
-8.128128128128125, 12.035785785785782
-8.063063063063062, 11.941441441441441
-7.997997997997995, 11.847097097097093
-7.932932932932932, 11.752752752752752
-7.867867867867865, 11.658408408408405
-7.802802802802802, 11.564064064064063
-7.737737737737735, 11.469719719719716
-7.672672672672672, 11.375375375375375
-7.607607607607605, 11.281031031031027
-7.542542542542542, 11.186686686686686
-7.477477477477475, 11.092342342342338
-7.4124124124124116, 10.997997997997997
-7.347347347347345, 10.90365365365365
-7.2822822822822815, 10.80930930930931
-7.217217217217215, 10.714964964964961
-7.152152152152151, 10.62062062062062
-7.087087087087085, 10.526276276276274
-7.022022022022021, 10.431931931931931
-6.9569569569569545, 10.297772772772767
-6.891891891891891, 10.143243243243242
-6.826826826826824, 9.988713713713707
-6.761761761761761, 9.834184184184183
-6.696696696696694, 9.67965465465465
-6.631631631631631, 9.525125125125124
-6.566566566566564, 9.37059559559559
-6.501501501501501, 9.216066066066066
-6.436436436436434, 9.061536536536531
-6.371371371371371, 8.907007007007007
-6.306306306306304, 8.752477477477473
-6.241241241241241, 8.597947947947947
-6.176176176176174, 8.443418418418414
-6.111111111111111, 8.288888888888888
-6.046046046046044, 8.134359359359355
-5.980980980980981, 7.979829829829829
-5.915915915915914, 7.825300300300295
-5.850850850850847, 7.670770770770762
-5.785785785785784, 7.516241241241237
-5.720720720720717, 7.361711711711703
-5.655655655655654, 7.207182182182178
-5.590590590590587, 7.052652652652644
-5.525525525525524, 6.898123123123119
-5.460460460460457, 6.743593593593586
-5.3953953953953935, 6.589064064064059
-5.330330330330327, 6.434534534534526
-5.265265265265263, 6.280005005005001
-5.200200200200197, 6.125475475475467
-5.135135135135133, 5.970945945945942
-5.0700700700700665, 5.816416416416408
-5.005005005005003, 5.661886886886883
-4.939939939939936, 5.603453453453451
-4.874874874874873, 5.553028028028027
-4.809809809809806, 5.5026026026026
-4.744744744744743, 5.452177177177176
-4.679679679679676, 5.40175175175175
-4.614614614614613, 5.351326326326325
-4.549549549549546, 5.300900900900898
-4.484484484484483, 5.250475475475475
-4.419419419419416, 5.200050050050048
-4.354354354354353, 5.149624624624623
-4.289289289289286, 5.099199199199196
-4.224224224224223, 5.048773773773773
-4.159159159159156, 4.998348348348346
-4.094094094094093, 4.947922922922922
-4.029029029029026, 4.897497497497495
-3.9639639639639626, 4.847072072072071
-3.8988988988988957, 4.796646646646645
-3.8338338338338325, 4.74622122122122
-3.7687687687687657, 4.695795795795793
-3.7037037037037024, 4.645370370370369
-3.6386386386386356, 4.594944944944943
-3.5735735735735723, 4.544519519519518
-3.5085085085085055, 4.494094094094091
-3.443443443443442, 4.443668668668668
-3.3783783783783754, 4.393243243243241
-3.313313313313312, 4.342817817817817
-3.2482482482482453, 4.29239239239239
-3.183183183183182, 4.241966966966966
-3.1181181181181152, 4.191541541541539
-3.053053053053052, 4.141116116116115
-2.987987987987985, 4.075375375375369
-2.922922922922922, 3.9419919919919897
-2.8578578578578586, 3.8086086086086097
-2.7927927927927882, 3.6752252252252156
-2.727727727727725, 3.541841841841836
-2.6626626626626617, 3.408458458458456
-2.5975975975975985, 3.2750750750750766
-2.532532532532528, 3.1416916916916824
-2.467467467467465, 3.008308308308303
-2.4024024024024015, 2.874924924924923
-2.3373373373373383, 2.741541541541543
-2.272272272272268, 2.608158158158149
-2.2072072072072046, 2.4747747747747693
-2.1421421421421414, 2.3413913913913893
-2.077077077077078, 2.20800800800801
-2.0120120120120077, 2.0746246246246156
-1.9469469469469445, 1.941241241241236
-1.8818818818818812, 1.8078578578578561
-1.816816816816818, 1.6744744744744766
-1.7517517517517476, 1.5410910910910824
-1.6866866866866843, 1.407707707707703
-1.621621621621621, 1.274324324324323
-1.5565565565565507, 1.1409409409409288
-1.4914914914914874, 1.0075575575575493
-1.4264264264264241, 0.8741741741741693
-1.3613613613613609, 0.7407907907907898
-1.2962962962962905, 0.6074074074073956
-1.2312312312312272, 0.47402402402401567
-1.166166166166164, 0.34064064064063615
-1.1011011011011007, 0.20725725725725663
-1.0360360360360303, 0.07387387387386202
-0.9709709709709671, -0.1161161161161317
-0.9059059059059038, -0.37637637637638477
-0.8408408408408405, -0.6366366366366378
-0.7757757757757702, -0.8968968968969193
-0.7107107107107069, -1.1571571571571724
-0.6456456456456436, -1.4174174174174254
-0.5805805805805804, -1.6776776776776785
-0.51551551551551, -1.93793793793796
-0.45045045045044674, -2.198198198198213
-0.38538538538538347, -2.458458458458466
-0.3203203203203202, -2.718718718718719
-0.25525525525524984, -2.9789789789790007
-0.19019019019018657, -3.2392392392392537
-0.1251251251251233, -3.499499499499507
-0.06006006006006004, -3.75975975975976
0.005005005005010332, -3.9959959959959916
0.0700700700700736, -3.943943943943941
0.13513513513513686, -3.8918918918918903
0.20020020020020013, -3.83983983983984
0.2652652652652705, -3.7877877877877837
0.33033033033033377, -3.735735735735733
0.39539539539539703, -3.6836836836836824
0.4604604604604603, -3.631631631631632
0.5255255255255307, -3.5795795795795757
0.5905905905905939, -3.527527527527525
0.6556556556556572, -3.4754754754754744
0.7207207207207205, -3.423423423423424
0.7857857857857908, -3.3713713713713673
0.8508508508508541, -3.319319319319317
0.9159159159159174, -3.2672672672672665
0.9809809809809806, -3.2152152152152156
1.046046046046051, -3.273673673673682
1.1111111111111143, -3.377777777777783
1.1761761761761775, -3.4818818818818844
1.2412412412412408, -3.5859859859859853
1.3063063063063112, -3.690090090090098
1.3713713713713744, -3.7941941941941995
1.4364364364364377, -3.8982982982983003
1.501501501501501, -4.002402402402402
1.5665665665665713, -4.1065065065065145
1.6316316316316346, -4.210610610610615
1.6966966966966979, -4.314714714714717
1.7617617617617611, -4.418818818818818
1.8268268268268315, -4.52292292292293
1.8918918918918948, -4.627027027027032
1.956956956956958, -4.731131131131133
2.0220220220220213, -4.835235235235235
2.0870870870870917, -4.939339339339347
2.152152152152155, -5.043443443443448
2.217217217217218, -5.14754754754755
2.2822822822822815, -5.251651651651651
2.347347347347352, -5.355755755755763
2.412412412412415, -5.459859859859865
2.4774774774774784, -5.563963963963966
2.5425425425425487, -5.668068068068078
2.607607607607612, -5.77217217217218
2.6726726726726753, -5.876276276276281
2.7377377377377385, -5.980380380380382
2.802802802802809, -6.084484484484495
2.867867867867872, -6.188588588588596
2.9329329329329354, -6.292692692692697
2.9979979979979987, -6.3967967967967985
3.063063063063069, -6.600225225225245
3.1281281281281323, -6.80680680680682
3.1931931931931956, -7.013388388388396
3.258258258258259, -7.219969969969972
3.3233233233233292, -7.4265515515515705
3.3883883883883925, -7.633133133133146
3.453453453453456, -7.839714714714722
3.518518518518519, -8.046296296296298
3.5835835835835894, -8.252877877877896
3.6486486486486527, -8.459459459459472
3.713713713713716, -8.666041041041048
3.778778778778779, -8.872622622622625
3.8438438438438496, -9.079204204204222
3.908908908908913, -9.285785785785798
3.973973973973976, -9.492367367367375
4.039039039039039, -9.69894894894895
4.10410410410411, -9.905530530530548
4.169169169169173, -10.112112112112126
4.234234234234236, -10.3186936936937
4.2992992992992995, -10.525275275275277
4.36436436436437, -10.731856856856876
4.429429429429433, -10.93843843843845
4.4944944944944965, -11.145020020020027
4.55955955955956, -11.351601601601601
4.62462462462463, -11.5581831831832
4.689689689689693, -11.764764764764777
4.754754754754757, -11.971346346346351
4.81981981981982, -12.177927927927929
4.88488488488489, -12.384509509509527
4.9499499499499535, -12.591091091091101
5.015015015015017, -12.763888888888891
5.08008008008008, -12.824074074074074
5.14514514514515, -12.884259259259265
5.210210210210214, -12.944444444444448
5.275275275275277, -13.004629629629632
5.34034034034034, -13.064814814814815
5.405405405405411, -13.125000000000005
5.470470470470474, -13.185185185185189
5.535535535535537, -13.245370370370372
5.6006006006006, -13.305555555555555
5.665665665665671, -13.365740740740746
5.730730730730734, -13.42592592592593
5.795795795795797, -13.486111111111112
5.8608608608608606, -13.546296296296296
5.925925925925931, -13.606481481481486
5.990990990990994, -13.66666666666667
6.0560560560560575, -13.726851851851853
6.121121121121121, -13.787037037037036
6.186186186186191, -13.847222222222227
6.251251251251254, -13.90740740740741
6.316316316316318, -13.967592592592593
6.381381381381381, -14.027777777777777
6.446446446446451, -14.087962962962967
6.5115115115115145, -14.14814814814815
6.576576576576578, -14.208333333333334
6.641641641641641, -14.268518518518517
6.706706706706711, -14.328703703703708
6.771771771771775, -14.388888888888891
6.836836836836838, -14.449074074074074
6.901901901901908, -14.509259259259265
6.966966966966972, -14.569444444444448
7.032032032032035, -14.668868868868875
7.097097097097098, -14.80875875875876
7.1621621621621685, -14.948648648648662
7.227227227227232, -15.088538538538549
7.292292292292295, -15.228428428428433
7.357357357357358, -15.36831831831832
7.422422422422429, -15.50820820820822
7.487487487487492, -15.648098098098107
7.552552552552555, -15.787987987987993
7.6176176176176185, -15.92787787787788
7.682682682682689, -16.06776776776778
7.747747747747752, -16.207657657657666
7.812812812812815, -16.347547547547553
7.877877877877879, -16.48743743743744
7.942942942942949, -16.62732732732734
8.008008008008012, -16.767217217217226
8.073073073073076, -16.907107107107112
8.138138138138139, -17.046996996997
8.20320320320321, -17.1868868868869
8.268268268268272, -17.326776776776786
8.333333333333336, -17.466666666666672
8.398398398398399, -17.606556556556555
8.46346346346347, -17.74644644644646
8.528528528528533, -17.886336336336345
8.593593593593596, -18.02622622622623
8.65865865865866, -18.166116116116115
8.72372372372373, -18.306006006006015
8.788788788788793, -18.4458958958959
8.853853853853856, -18.585785785785788
8.91891891891892, -18.725675675675674
8.98398398398399, -18.865565565565575
9.049049049049053, -19.184484484484507
9.114114114114116, -19.56186186186187
9.17917917917918, -19.93923923923924
9.24424424424425, -20.31661661661665
9.309309309309313, -20.693993993994013
9.374374374374376, -21.07137137137138
9.43943943943944, -21.44874874874875
9.50450450450451, -21.826126126126155
9.569569569569573, -22.203503503503523
9.634634634634637, -22.58088088088089
9.6996996996997, -22.958258258258258
9.76476476476477, -23.335635635635665
9.829829829829833, -23.713013013013033
9.894894894894897, -24.0903903903904
9.95995995995996, -24.467767767767768
10.02502502502503, -24.687487487487484
10.090090090090094, -24.654954954954952
10.155155155155157, -24.62242242242242
10.22022022022022, -24.58988988988989
10.28528528528529, -24.557357357357354
10.350350350350354, -24.524824824824822
10.415415415415417, -24.49229229229229
10.48048048048048, -24.45975975975976
10.54554554554555, -24.427227227227224
10.610610610610614, -24.394694694694692
10.675675675675677, -24.36216216216216
10.74074074074074, -24.32962962962963
10.80580580580581, -24.297097097097094
10.870870870870874, -24.264564564564562
10.935935935935937, -24.23203203203203
11.001001001001008, -24.20280280280282
11.066066066066071, -24.384984984985
11.131131131131134, -24.567167167167174
11.196196196196198, -24.74934934934935
11.261261261261268, -24.93153153153155
11.326326326326331, -25.113713713713725
11.391391391391394, -25.295895895895903
11.456456456456458, -25.47807807807808
11.521521521521528, -25.660260260260277
11.586586586586591, -25.842442442442454
11.651651651651655, -26.024624624624632
11.716716716716718, -26.20680680680681
11.781781781781788, -26.388988988989006
11.846846846846852, -26.571171171171184
11.911911911911915, -26.75335335335336
11.976976976976978, -26.935535535535536
12.042042042042048, -27.117717717717735
12.107107107107112, -27.299899899899913
12.172172172172175, -27.482082082082087
12.237237237237238, -27.664264264264265
12.302302302302309, -27.846446446446464
12.367367367367372, -28.02862862862864
12.432432432432435, -28.210810810810816
12.497497497497498, -28.392992992992994
12.562562562562569, -28.57517517517519
12.627627627627632, -28.757357357357368
12.692692692692695, -28.939539539539545
12.757757757757759, -29.121721721721723
12.822822822822829, -29.30390390390392
12.887887887887892, -29.486086086086097
12.952952952952955, -29.668268268268275
13.018018018018019, -29.850450450450452
13.083083083083089, -30.032632632632648
13.148148148148152, -30.214814814814826
13.213213213213216, -30.396996996997004
13.278278278278279, -30.579179179179178
13.34334334334335, -30.761361361361377
13.408408408408413, -30.943543543543555
13.473473473473476, -31.12572572572573
13.538538538538539, -31.307907907907907
13.60360360360361, -31.490090090090106
13.668668668668673, -31.67227227227228
13.733733733733736, -31.85445445445446
13.7987987987988, -32.036636636636636
13.86386386386387, -32.21881881881883
13.928928928928933, -32.40100100100101
13.993993993993996, -32.58318318318319
14.05905905905906, -32.76536536536537
14.12412412412413, -32.94754754754756
14.189189189189193, -33.12972972972974
14.254254254254256, -33.31191191191192
14.31931931931932, -33.494094094094095
14.38438438438439, -33.67627627627629
14.449449449449453, -33.85845845845847
14.514514514514516, -34.040640640640646
14.57957957957958, -34.22282282282282
14.64464464464465, -34.40500500500502
14.709709709709713, -34.5871871871872
14.774774774774777, -34.76936936936937
14.83983983983984, -34.951551551551546
14.90490490490491, -35.13373373373375
14.969969969969974, -35.31591591591592
15.035035035035037, -35.46026026026026
15.100100100100107, -35.57217217217218
15.16516516516517, -35.68408408408409
15.230230230230234, -35.795995995996
